Russian And Chinese Marines Advancing In Syria Sounding Alarm Bells Of Armageddon http:\/\/t.co\/RG0HUv4Enh,Paris
Can the compassion explosion brought by the #refugee crisis stop a UK #war on Syria? http:\/\/t.co\/Axcq9BPCRm #migrants #bombing #cameron,London
RT @glcarlstrom: Pentagon confirms that the US-trained Syrian rebels gave ammunition and vehicles to Jabhat al-Nusra. http:\/\/t.co\/SNs0No1EAe,Paris
DNA World has 'lost humanity' on Syria: Malala: Teenage Nobel laureate Malala Yousafzai appealed on Saturday f... http:\/\/t.co\/WQkCMYmLzx,Chennai
RT @OrgIAC: #VoicesOfIran SayNo 2 #Iran'ian mullahs+ Their agents in The Middle East! #Syria #Yemen #Iraq  #No2Rouhani http:\/\/t.co\/ezqazOPx\u2026,N/A
"#Harper made a $15billion deal to sell military vehicles to the #Saudi government to kill innocent ppl in Iraq, Syria, and Yemen #murderer",N/A
"test Breakfast crid:31h6yi  ... buildings and precious artefacts in war-torn Syria. And good morning from Twickenham, where ...",London
RT @dna: World has 'lost humanity' on Syria: Malala http:\/\/t.co\/KFzw01nntG,Mumbai
"@nabs3457 @thei100 \""an education\"" you should get, degenerate. The picture is of Hussein leaving weapons to Islamofascist in Syria.",N/A
RT @ConceptGrp: UK extends Iraq and Syria surveillance http:\/\/t.co\/rBNBi3gYql,Beijing
RT @Mohsen_Radiy: \u0627\u0644\u0633\u064a\u062f\u0629 \u0645\u0631\u064a\u0645 \u0631\u062c\u0648\u064a \u062a\u0642\u062f\u0645 \u062a\u0639\u0627\u0632\u064a\u0647\u0627 \u0628\u0645\u0646\u0627\u0633\u0628\u0629 \u0627\u0644\u0643\u0627\u0631\u062b\u0629 \u0641\u064a \u0645\u0643\u0629 \u0627\u0644\u0645\u0643\u0631\u0645\u0629 http:\/\/t.co\/e305AyXQ8r #oman #syria,N/A
Turkey protests direct intervention in #Syria by Russia #NewYorkRally #News #Iran http:\/\/t.co\/GVyaB4VmoV http:\/\/t.co\/wUYrv1Sj2s,N/A
RT @OrgIAC: #VoicesOfIran BE THE VOICE OF THOSE SUFFERING IN #SYRIA+ #IRAN: #No2Rouhani #NewYorkRally http:\/\/t.co\/q70014kZfz http:\/\/t.co\/vH\u2026,Lima
RT @glcarlstrom: Pentagon confirms that the US-trained Syrian rebels gave ammunition and vehicles to Jabhat al-Nusra. http:\/\/t.co\/SNs0No1EAe,Cairo
RT @Mohsen_Radiy: \u0641\u0631\u0627\u0646\u0633\u0648\u0627 \u0647\u0648\u0644\u0627\u0646\u062f: \u0644\u0627 \u0645\u0643\u0627\u0646\u0629 \u0644\u0628\u0634\u0627\u0631 \u0627\u0644\u0623\u0633\u062f \u0641\u064a \u0645\u0633\u062a\u0642\u0628\u0644 \u0633\u0648\u0631\u064a\u0627 http:\/\/t.co\/ohIGSNBsqS #oman #syria,N/A
RT @Mohsen_Radiy: \u0627\u0628\u062f\u0627\u0621 \u0627\u0644\u062e\u0648\u0641 \u0645\u0646 \u0646\u062a\u0627\u0626\u062c \u0627\u0644\u0627\u062a\u0641\u0627\u0642 \u0627\u0644\u0646\u0648\u0648\u064a \u0648\u0627\u0644\u0635\u0631\u0627\u0639\u0627\u062a \u0627\u0644\u0641\u0626\u0648\u064a\u0629 \u0641\u064a \u0643\u0644\u0645\u0629 \u0627\u0644\u0645\u0644\u0627 \u0627\u062d\u0645\u062f \u062e\u0627\u062a\u0645\u064a \u0645\u0645\u062b\u0644 \u062e\u0627\u0645\u0646\u0626\u064a \u0641\u064a \u0639\u064a\u062f \u0627 http:\/\/t.co\/lIose54Hh\u2026,N/A
RT @MiddleEastEye: Six-month truce agreed in three Syria towns http:\/\/t.co\/DrdxKTTePb http:\/\/t.co\/nMC1Sn94UH,Amsterdam
"RT @MeliaSamUK: @TRobinsonNewEra At the end: \""I need to call mother in Syria\"" Escaped a warzone but left your mum to fight it out. Real sta\u2026",London
RT @AdsumP: Lobistas da ind\u00fastria da guerra nos EUA espalham que China esta apoiando militarmente R\u00fassia na S\u00edria - em ingl\u00eas http:\/\/t.co\/s\u2026,Brasil
RT @Mohsen_Radiy: #\u0627\u064a\u0631\u0627\u0646 .. \u0645\u062f\u0627\u0647\u0645\u0629 \u0647\u0645\u062c\u064a\u0629 \u0644\u0645\u0646\u0632\u0644 \u0627\u0644\u0633\u062c\u064a\u0646 \u0627\u0644\u0633\u064a\u0627\u0633\u064a \u0645\u064a\u0644\u0627\u062f \u062f\u0631\u0648\u064a\u0634 http:\/\/t.co\/QBx6lQ0DY5 #oman #syria,N/A
"RT @michaeldweiss: Russian troops in Syria could end up helping Isis, report claims http:\/\/t.co\/Ym4j5Vi3TW",Paris
RT Louangie: fdescds92 syriano100 In #Syria this is not a civil war! It is a #genocide #Assad start n used assassins to mask his killing! K\u2026,Edinburgh
"Senior #Syria military commander killed, 30 bases lost to fighters #NewYorkRally #Iran #News http:\/\/t.co\/Ktn1ncf3Ya http:\/\/t.co\/X7vg12vWIr",N/A
RT @OrgIAC: #VoicesOfIran BE THE VOICE OF THOSE SUFFERING IN #SYRIA+ #IRAN: #No2Rouhani #NewYorkRally http:\/\/t.co\/q70014kZfz http:\/\/t.co\/vH\u2026,N/A
RT @glcarlstrom: Pentagon confirms that the US-trained Syrian rebels gave ammunition and vehicles to Jabhat al-Nusra. http:\/\/t.co\/SNs0No1EAe,London
@SenatorTomUdall https:\/\/t.co\/TqfvFTPTky,Dhabi
"RT @Paradoxy13: Chlorine gas was used again by Assad in #Harasta today causing several suffocation cases, business as usual of course\u2026#Dama\u2026",Riyadh
"\""In other news, the Government will today publish proposals that would see 2016 extended indefinitely\"" https:\/\/t.co\/csS2Ssu3ef",London
RT @maghrebiwnis: Ruskies in Syria seem to have embraced the Majusi polytheistic Shia cult\nhttp:\/\/t.co\/JJKPyEBGN0,Canada
#SYRIA\nJaysh Al-Islam Rebel Group Claims To Have Captured The Army 59 Battalion In #Daraa . FP http:\/\/t.co\/ESniiFKPYU,Islamabad
I THINK I KNOW THE REASON Y HEZBOLLAH WITHDRAW FROM SYRIA FIGHTING BCUZ RUSSIA=HELPING ASSAD'S SYRIA NOW !!!!!! http:\/\/t.co\/eUakA4pfPq,Amsterdam
Join the #NewYorkRally and say #No2Rouhani in #NewYork \n28 Sep 2015 \nYes2Free #Iran &amp; #Syria\nhttp:\/\/t.co\/23VSDJdMW9,Canada
Islamic State gaining ground in Afghanistan: UN: Up to 70 IS fighters have come from Iraq and Syria ... http:\/\/t.co\/rF4RII3UW2 #etribune,Karachi
Islamic State gaining ground in Afghanistan: UN: Up to 70 IS fighters have come from Iraq and Syria ... http:\/\/t.co\/5A4Hkkf9N2 #etribune,Islamabad
"The Refugee Crisis as Seen from Syria, The Fifth Floor - BBC World Service http:\/\/t.co\/VDmsp4JhGv",N/A
Join the #NewYorkRally and say #No2Rouhani in #NewYork \n28 Sep 2015 \nYes2Free #Iran &amp; #Syria\nhttp:\/\/t.co\/6bRLNGjZ4b,Canada
"RT @emilyjodell: My new @HuffingtonPost @TheWorldPost: \""More Help Needed for #Syria's Disabled &amp; Maimed\"" #refugees #disability #trauma http\u2026",London
Islamic State gaining ground in Afghanistan: UN: Up to 70 IS fighters have come from Iraq and Syria ... http:\/\/t.co\/PFKzPzn7QI #etribune,N/A
RT @leloveluck: Love forged through prison walls &amp; broken by revolution http:\/\/t.co\/BZAUOqKySa an interview with Ragda from the remarkable \u2026,Paris
"UN Estimates at Least 120,000 New People Displaced in Syria https:\/\/t.co\/NAcxfuln7a",Caracas
RT @Charles_Lister: Reports: MANPADS to be delivered to select rebel groups (like TOWs) in #Syria in early-Nov: https:\/\/t.co\/8XD4tbakbF htt\u2026,N/A
"RT @vitaliy00700: #\u0421\u0438\u0440\u0438\u044f #Syria @AJEnglish \u041f\u0438\u043b\u043e\u0442 \u2013 \u043a\u0430\u043f\u0438\u0442\u0430\u043d \u0410\u043b\u0435\u043a\u0441\u0435\u0439 \u041b\u0438\u0441\u0438\u0446\u043a\u0438\u0439. \u0420\u043e\u0434\u0438\u043b\u0441\u044f \u0432 \u0433\u043e\u0440\u043e\u0434\u0435 \u0423\u0444\u0430 04.02.1988. \u0416\u0435\u043d\u0430\u0442,\u0435\u0441\u0442\u044c \u0434\u043e\u0447\u044c \u0438 \u0441\u0435\u0441\u0442\u0440\u0430 http\u2026",Kyiv
RT_com: How will #US &amp; allies react to #Russia\u2019s actions in #Syria? CrossTalk https:\/\/t.co\/6w4YSm3UBK #News,Madrid
"RT @emptywheel: As we discuss Russia MAYBE cutting cables in MENA, remember  NSA shut down Syria's Internet\nhttps:\/\/t.co\/mO26WC998h https:\/\u2026",Amsterdam
Iran\u2019s Generals Are Dying in Syria https:\/\/t.co\/jP6gNxfTAW via @newyorker,N/A
RT @AlArabiya_Eng: ISIS blows up ancient columns in Syria's Palmyra: monitor https:\/\/t.co\/C5Nydseknu,Brasilia
RT @blicqer: [VIDEO] #ISIL is a US \u2018proxy force\u2019 to replace Syria\u2019s #Assad @Reach1SocMedia https:\/\/t.co\/z6daW9drX1 #ISIS https:\/\/t.co\/03Xux\u2026,Canada
RT @hxhassan: An incredible story of a man who returns to his city as a liberator 35 years after he fled Assad Syria https:\/\/t.co\/wdIMeQgu0\u2026,Canada
"Syria Refugees Praise Russian Airstrikes, Consider Returning. Syria\u2019s Grand Mufti: \u201c800,000 Refugees have Returned\u201d https:\/\/t.co\/YfEaW4cQFl",Canada
#Qatar says could intervene militarily in #Syria but prefers political solution https:\/\/t.co\/XcaQBwgFtS https:\/\/t.co\/whmjI0cWvK #Iran #Yemen,N/A
"Al-Assad, Omani FM discuss \""war against terrorism\"" in Syria October 26, 2015 at 04:22PM https:\/\/t.co\/u4jvhw4DFP",Canada
RT @DwightBashir: Event tomorrow with UN High Commissioner for Refugees Guterres on #Syria refugee crisis will be live streamed here: https\u2026,Canada
#Qatar says could intervene militarily in #Syria but prefers political solution https:\/\/t.co\/NZPJYdwexS https:\/\/t.co\/wloztexOhf #Iran #Yemen,N/A
RT @Reuters: PHOTOS: Russia's bombing campaign in #Syria. https:\/\/t.co\/XWi7UzLYnN https:\/\/t.co\/tfStXrWo3w,Canada
RT @UlrichJvV: This heartbreaking clip of a starving boy from war-torn Syria is one of the saddest things you'll ever watch! &lt;\/3  https:\/\/t\u2026,Pretoria
New mass grave found in Deir Ezzor for 40 Sheitaat tribesmen killed by ISIS 2014 SYRIA NEWS |... https:\/\/t.co\/xkj6cPLfSP,Quito
RT @MarkSleboda1: Blowing up 10k+ CIA trained armed &amp; paid Islamist proxies costing US taxpayer $1b\/yr per @washingtonpost =#PRICELESS http\u2026,Dhabi
RT @vitaliy00700: \u0420\u043e\u0441\u0441\u0438\u0439\u0441\u043a\u0438\u0439 \u044d\u043a\u0438\u043f\u0430\u0436 \u0421\u0443-30\u0421\u041c \u0431\u043e\u043c\u0431\u044f\u0449\u0435\u0433\u043e \u0441\u0438\u0440\u0438\u0439\u0441\u043a\u0438\u0435 \u0433\u043e\u0440\u043e\u0434\u0430 #\u0421\u0438\u0440\u0438\u044f #Syria @AJEnglish https:\/\/t.co\/xyDdd4K0Km https:\/\/t.co\/y3qKLz\u2026,Kyiv
RT @warrnews: #Syria Regime- losses in northern #Homs battle so far https:\/\/t.co\/89rt52JDXr https:\/\/t.co\/txujCkjIMC,Sarajevo
RT @UlrichJvV: This heartbreaking clip of a starving boy from war-torn Syria is one of the saddest things you'll ever watch! &lt;\/3  https:\/\/t\u2026,Canada
"RT @tvkatesnow: \""I'm struck by how relaxed &amp; ordinary things appear\"" -@frontlinepbs prod\/corr who spent weeks in Syria. \""Inside Assad's Syr\u2026",Canada
"RT @ECentauri: #RUSSIA\u00a6N AIRSTRIKES DISRUPT #ISIS SUPPLY CHAINS, AMMUNITION https:\/\/t.co\/xSb2QGxtpR\n#syria #putin https:\/\/t.co\/Byxf33SEo9",Canada
RT @NEWS_WORLD_: #CrossTalk: Situation Syria (YET ANOTHER MUST SEE CROSSTALK) https:\/\/t.co\/OgAbiUze4m #Saker #Nieuws,Canada
RT @syria24english: #Updated- General Command: Syrian Army continues targeting terrorists across #Syria.\n\n#Syria24\n\nS.M. https:\/\/t.co\/UddqV\u2026,Bangkok
RT @UlrichJvV: This heartbreaking clip of a starving boy from war-torn Syria is one of the saddest things you'll ever watch! &lt;\/3  https:\/\/t\u2026,Canada
RT @iaiestaran: Nizan Ali Badr #Syria\nLa huida #refugees https:\/\/t.co\/y8YUC70mM2,Athens
Who Benefits from Syria\u2019s Refugee Crisis: Human Smugglers https:\/\/t.co\/U2KwNfh0fm #ccot #tcot #PJNET,Arizona
Who Benefits from Syria\u2019s Refugee Crisis: Human Smugglers https:\/\/t.co\/BVk8DeyRre #ccot #tcot #PJNET,Arizona
"RT @VOANews: War-weary but defiant, #Syria's rebels say they have a new motivation to fight: #Russia - https:\/\/t.co\/dsbNHAVFT2 https:\/\/t.co\u2026",Canada
RT @syria_omar: \u0642\u0648\u0627\u062a \u0627\u0644\u0646\u0638\u0627\u0645 \u062a\u0641\u0634\u0644 \u0628\u0627\u0644\u062a\u0642\u062f\u0645 \u0625\u0644\u0649 \u0642\u0631\u064a\u0629 \u0627\u0644\u0645\u0646\u0635\u0648\u0631\u0629 \u0628\u0631\u064a\u0641 \u062d\u0645\u0627\u0629 https:\/\/t.co\/fUtEQ2l3qF #Syria,Minsk
"RT @zaidbenjamin: #Syria | #ISIL militants stone to death 2 Syrian men in #Aleppo for allegedly \""being gays\"". https:\/\/t.co\/9UPSTHLgFX",Copenhagen
Retweeted i.aiestaran (@iaiestaran):\n\nNizan Ali Badr #Syria\nLa huida #refugees https:\/\/t.co\/fPFAQ3z5Nf https:\/\/t.co\/Te6xSmR4Dj,Athens
"RT @glasgowcathcart: Met with Ahmed, who was injured in Syria and now lives in my constituency. #StartingAgain https:\/\/t.co\/LUL7Bmhbdp",Hawaii
RT @UlrichJvV: This heartbreaking clip of a starving boy from war-torn Syria is one of the saddest things you'll ever watch! &lt;\/3  https:\/\/t\u2026,Adelaide
"RT @IUCAnalysts: #Syria #Map \nVisual confirmation, rebels recaptured #Lahaya (#Hama prov) and still hold it.\nhttps:\/\/t.co\/wd0nDBg2a8 https:\u2026",Canada
RT @UlrichJvV: This heartbreaking clip of a starving boy from war-torn Syria is one of the saddest things you'll ever watch! &lt;\/3  https:\/\/t\u2026,Canada
RT @bellingcat: What Russia\u2019s Own Videos and Maps Reveal About Who They Are Bombing In Syria https:\/\/t.co\/53Wp10Skdx #ISISorISNOT,Muscat
"RT @MatEvidence: #Syria army, supported by #Russian airforce launched an offensive operation in the northern Homs http:\/\/t.co\/6BcwZKsVdC",Canada
RT @UlrichJvV: This heartbreaking clip of a starving boy from war-torn Syria is one of the saddest things you'll ever watch! &lt;\/3  https:\/\/t\u2026,London
Syria Fires TOS-1A Solntsepyok Flame-Thrower against ISIL Terrorists https:\/\/t.co\/0NsmeiMZ1l,Baghdad
eRT @PressTV: Russia hits 285 proxy terrorist targets in Syria in 3 days: Defense Ministry\nhttps:\/\/t.co\/a8DuTuve9D https:\/\/t.co\/xAkcQl6ZHX,Canada
"RT @ZaferQassami: \u0130nsanl\u0131\u011f\u0131n kaybedildi\u011fi bir d\u00fcnyada, bu co\u011frafyan\u0131n \u00e7ocuklar\u0131n\u0131n ahvalini kim sorar ki?! \n#Suriye #Syria #Sava\u015f #War http\u2026",Athens
"Syria: Jeish Al-Fath Terrorists Alliance Cracks, Jund Al-Aqsa Defects https:\/\/t.co\/7IKqnKS4lV",Baghdad
Iraq War's lessons for Syria - CNN https:\/\/t.co\/UyV1Z2uRSC,N/A
RT @UlrichJvV: This heartbreaking clip of a starving boy from war-torn Syria is one of the saddest things you'll ever watch! &lt;\/3  https:\/\/t\u2026,Canada
RT @SPB_citizen: Assad Must Go. #Syria #ISIS #USA #terrorism https:\/\/t.co\/4HdGvbKsJw,Moscow
RT @UlrichJvV: This heartbreaking clip of a starving boy from war-torn Syria is one of the saddest things you'll ever watch! &lt;\/3  https:\/\/t\u2026,Canada
RT @markito0171: #Syria Nusra seized tank (with dead pilot inside) in southern rural #Aleppo\nhttps:\/\/t.co\/hzPuE6S2V8 https:\/\/t.co\/6QmgPhyE7C,Berlin
RT @bellingcat: What Russia\u2019s Own Videos and Maps Reveal About Who They Are Bombing In Syria https:\/\/t.co\/53Wp10Skdx #ISISorISNOT,Brisbane
RT @RafifJ: Want to feel maybe 1% of what a refugee feels? Lose wallet. Have no access to money. Try to feed kids. Hope it doesn't rain or \u2026,United States
RT @TaziMorocco: #ISIS still controls Abdelaziz Mount completely. That's probably the most strategic area in North Eastern #Syria. https:\/\/\u2026,Canada
REPORT: #Hezbollah's casualties continue to pile up in #Syria https:\/\/t.co\/2Tid95W5vH,Muscat
RT @markito0171: #Syria #Hama Rebels launch now night assault on #Morek city\nhttps:\/\/t.co\/tKUmW0kWeP,Berlin
Oman's top diplomat meets Assad in rare Syria visit https:\/\/t.co\/ci54jE9uri,N/A
"RT @mod_russia: #SYRIA In 24 hours, Russian air group carried out 59 sorties engaging 94 terrorist objects https:\/\/t.co\/bQad0UtSLo https:\/\/\u2026",Bratislava
RT @markito0171: #Syria #Hama Rebels launch now night assault on #Morek city\nhttps:\/\/t.co\/tKUmW0kWeP,Amsterdam
@VeraVanHorne @ChristophHeer52 #MH17 Interesting what the US military believes! https:\/\/t.co\/JXoVFkI4XP https:\/\/t.co\/lMOuwbZzmE,N/A
RT @zahramazrooei: Iran-Russia-#Syria deploy \u2018suicide drones\u2019 that land and explode https:\/\/t.co\/IEs3Pbn5Dk #\u0627\u0644\u0643\u0648\u064a\u062a #\u0644\u064a\u0628\u064a\u0627 #\u0627\u0644\u0645\u063a\u0631\u0628,N/A
RT @ggreenwald: Right: it's legal in France to advocate sanctions on Iran or Russia but illegal to advocate it for Israel #JeSuisBDS https:\u2026,Canada
RT @bellingcat: What Russia\u2019s Own Videos and Maps Reveal About Who They Are Bombing In Syria https:\/\/t.co\/53Wp10Skdx #ISISorISNOT,Canada
"UN estimates at least 120,000 new people displaced in Syria",N/A
It's such a big shame dr @carenzmd the children are maltreated https:\/\/t.co\/Bu5DJs9qCZ,Bucharest
RT @markito0171: #Syria #Hama Rebels launch now night assault on #Morek city\nhttps:\/\/t.co\/tKUmW0kWeP,Canada
"RT @RikDelhaas: 100,000 people internally displaced in recent weeks in #Syria due to renewed fighting. https:\/\/t.co\/jgbigZCT95 https:\/\/t.co\u2026",Amsterdam
RT @lombardi_dahlia: Iran-Russia-#Syria deploy \u2018suicide drones\u2019 that land and explode https:\/\/t.co\/pPorDuG5CM #Euronews #madrid #News,N/A
A man named Osama knocks down the WTC so what do we do?Elect a man named Obama to destroy our country and religion! https:\/\/t.co\/2W97XARgB4,Greenland
Refugee baby snatched from death in sea rescue - Israeli medics risk all to render aid to casualties of Syria's\u2026,N/A
syria is a traditional society with a long cultural history.,N/A
Putin and Bashar are the best solution for Syria,Ljubljana
"In May 2015, ISIS captured Syria's phosphate mines, one of the Assad #regime's last chief sources of income.",N/A
RT @KreaseChan: New Syria report from Amnesty about the tens of thousands of Syrians disappeared by Assad's regime - out Nov 5  https:\/\/t.c\u2026,London
Battlefield in Shaikh Sa'eed in Aleppo  https:\/\/t.co\/8AXgJhULVc https:\/\/t.co\/HiBwQhhIQ4 https:\/\/t.co\/k6AyPuG3ut via @NorthernStork,N/A
I'm  not ready \ud83d\ude22 https:\/\/t.co\/rCeBV8LkmW,Greenland
\u0623\u0639\u0644\u0646 \u0627\u0644\u062b\u0648\u0627\u0631 \u0639\u0646 \u062a\u0645\u0643\u0646\u0647\u0645 \u0645\u0646 \u0642\u062a\u0644 \u0623\u0631\u0628\u0639\u0629 \u0648\u0639\u0634\u0631\u064a\u0646 \u0639\u0646\u0635\u0631\u064b\u0627 \u0645\u0646 \u0642\u0648\u0627\u062a \u0628\u0634\u0627\u0631 \u062e\u0644\u0627\u0644 \u0627\u0644\u0645\u0639\u0627\u0631\u0643 \u0641\u064a \u0645\u0646\u0637\u0642\u0629 \u0627\u0644\u062c\u0628\u0627\u0644 \u0627\u0644\u0645\u0637\u0644\u0629 \u0639\u0644\u0649 #\u0627\u0644\u063a\u0648\u0637\u0629 \u0627\u0644\u0634\u0631\u0642\u064a\u0629.\n#syria | #\u0633\u0648\u0631\u064a\u0627,N/A
"RT @OneAmericnWoman: \u00ce#Russian airstrike hits Syrian hospital, aid group says @CNN https:\/\/t.co\/NTK6Xx7gwe\n#Syria\n#russiainvadedsyria\n#Russ\u2026",Canada
"DYK #Syria, St. Simeon is named after a 5thc eccentric who didn\u2019t like people, so he erected some pillars to escape https:\/\/t.co\/imkMNPYDw6",Canada
"RT @KenRoth: What's grounding Russian jets in Syria? \nConcern for civilians they're hitting? \nNo, dust. \nhttps:\/\/t.co\/mQpWc5HB9O https:\/\/t.\u2026",Canada
\ud83d\udc94\ud83d\ude14 https:\/\/t.co\/FGiUYtfV2u,South Africa
RT @Reuters: PHOTOS: Russia's bombing campaign in #Syria. https:\/\/t.co\/XWi7UzLYnN https:\/\/t.co\/tfStXrWo3w,Canada
RT @wayf44rer14: #Syria: 24 #SAA soldiers and pro-regime militias killed in clashes near Ithriya \u2013 al-\u2018Amaq,Canada
RT @IvanSidorenko1: #Syria #SyrianArabArmy #SyrianArmedForces #SyrianArmy #SyriaArmy #SAA #NDF https:\/\/t.co\/kIXNilaYkZ,Moscow
RT @UlrichJvV: This heartbreaking clip of a starving boy from war-torn Syria is one of the saddest things you'll ever watch! &lt;\/3  https:\/\/t\u2026,Canada
@IsraelNewsNow @TimothyMcAll \nAnd Israel supporting the genocide in Syria.\nShame on Israel.\nBlood deal With Moscow and Damaskus.,Amsterdam
#No2rohani  https:\/\/t.co\/4PYmejYpEI,Amsterdam
RT @Yasemin_Kiris: The UN General Assembly should be \u2018Uniting for Peace\u2019 in Syria https:\/\/t.co\/PnqQUDBNLc,Istanbul
Summary of the 60 Russian MoD Syria air strike videos\nhttps:\/\/t.co\/0yXD5DFJS2 via @SilkDotCo #ISISorISNOT https:\/\/t.co\/KiuuQuqQ7o,N/A
Oman\u2019s top diplomat meets Assad in rare Syria visit: DAMASCUS \u2014 Syrian President Bashar Assad met with Oman\u2019s ... https:\/\/t.co\/bfj06psZ53,N/A
"Heavy clashes in #Yemen\u2019s Taez, medical aid blocked https:\/\/t.co\/E5ENNZH3Bt #Syria #Iran #MiddleEast #No2Rouhani https:\/\/t.co\/u4ilp0Jl7x",Athens
RT @Kostian_V: The Aviationist \u00bb This Infographic Sums Up All We Know About the #Russia-n Air War in #Syria https:\/\/t.co\/ySHgP5gwuG,Stockholm
Next meeting on Syria may be end of this week - U.S. official: Further diplomatic discussions on ending the Sy... https:\/\/t.co\/YjOBc0Eh1n,Bangkok
RT @UlrichJvV: This heartbreaking clip of a starving boy from war-torn Syria is one of the saddest things you'll ever watch! &lt;\/3  https:\/\/t\u2026,Canada
#Dailystar Next meeting on Syria may be end of this week: U.S. official: Further diplomatic discussions... https:\/\/t.co\/ONRiXgYHW8 #Syria,Hawaii
RT @markito0171: #Syria #Hama Rebels launch now night assault on #Morek city\nhttps:\/\/t.co\/tKUmW0kWeP,Bangkok
RT @UlrichJvV: This heartbreaking clip of a starving boy from war-torn Syria is one of the saddest things you'll ever watch! &lt;\/3  https:\/\/t\u2026,Canada
#DailyStarLeb Next meeting on Syria may be end of this week: U.S. official: Further diplomatic discussions on ... https:\/\/t.co\/DT7jCrtUGG,Canada
@realDonaldTrump Thanks for supporting the Christian in Iraq and Syria God bless you and we are all behind you,N/A
Next meeting on Syria may be end of this week: U.S. official: Further diplomatic discussions on endin... https:\/\/t.co\/TnPBra2Qnl #Lebanon,N/A
Next meeting on Syria may be end of this week: U.S. official: Further diplomatic discussions on ending the Syr... https:\/\/t.co\/sSEG73bBia,Rome
"RT @Charles_Lister: It was inevitable - most likely suspects are Southern Front, Jaish al-Thuwar &amp; Burkan al-Furat FSA units: https:\/\/t.co\/\u2026",Canada
"#NaturalHealing Pompey the Great of the Roman Empire, who captured Antioch in 64 BC, turning Syria into a Roman province.",N/A
RT @bellingcat: What Russia\u2019s Own Videos and Maps Reveal About Who They Are Bombing In Syria https:\/\/t.co\/53Wp10Skdx #ISISorISNOT,Canada
RT @UlrichJvV: This heartbreaking clip of a starving boy from war-torn Syria is one of the saddest things you'll ever watch! &lt;\/3  https:\/\/t\u2026,Canada
"Here Is A Picture Of Syria\u2026No BDS, No Flotillas, No World Condemnation https:\/\/t.co\/FK6wJZP9q8",Santiago
RT @mfa_russia: #Russia &amp; #UAE FMs stressed the need to step up efforts for a rebuff to terrorists #Syria https:\/\/t.co\/U7L9TtoKQo https:\/\/t\u2026,Riyadh
"@HalaJaber I swear, the produce in war-torn Syria is fresher than in Lebanon. Go figure.",London
RT @AlArabiya_Eng: ISIS blows up ancient columns in Syria's Palmyra: monitor https:\/\/t.co\/C5Nydseknu,Baghdad
"RT @al_7aleem: Russian media posting images of children killed by Russian strikes in Homs (Syria), as Yemenis killed by Saudi strikes.\nMy b\u2026",Istanbul
RT @HalaJaber: Highest number of #Russian strikes per day in 26 days.  https:\/\/t.co\/bYWFGrjmcu,London
Russian warships may be shutting out Israel's air-force access to Syria \u2014 via @SOFREP https:\/\/t.co\/IF0zdNXuUC via @bi_contributors,N/A
RT @UlrichJvV: This heartbreaking clip of a starving boy from war-torn Syria is one of the saddest things you'll ever watch! &lt;\/3  https:\/\/t\u2026,Canada
RT @Free_Media_Hub: Every day in Syria at least 50 men women and children are killed by Assad's barrel bombs https:\/\/t.co\/uUWxZRfIui https:\u2026,Canada
Russian warships may be shutting out Israel's air-force access to Syria \u2014 via @SOFREP https:\/\/t.co\/Oba3loIJeh via @bi_contributors,N/A
RT @UlrichJvV: This heartbreaking clip of a starving boy from war-torn Syria is one of the saddest things you'll ever watch! &lt;\/3  https:\/\/t\u2026,Canada
RT @ValeFan_Eca: Combat report: Russia fighter jets hit 285 terror targets in Syria in past 3 days \u2014 RT News https:\/\/t.co\/fglU9ZgR18,London
Hafiz Adams Blog: STOP BOMBING US. SYRIA REBELS TO RUSSIA https:\/\/t.co\/451aHMd3xY,Africa
kono on deadline \u2764\ufe0f\u2764\ufe0f\n#KhalilAbouObeid #morocco #libya #algeria #syria #dubai #BADUN \n@KhalilAObeid https:\/\/t.co\/tbjHd0JTM0,N/A
RT @PzFeedNOW: BREAKING NEWS: ISIS blows up ancient columns in Syria's Palmyra. AFP,Canada
RT @K_Bagherzadeh: #Iran #News Countering Iranian tactics https:\/\/t.co\/vubfcIUDxs  https:\/\/t.co\/mxGo6eJYkP #IranDeal #Syria #Iraq #Yemen #M\u2026,Athens
Syria's Assad open to early presidential elections 'only if terrorists defeated first' https:\/\/t.co\/R3hgsvVUyE,N/A
in the first part of 1967 a low-key state of war existed between syria and israel.,N/A
Bla  Bla  Bla .......\ud83d\ude27\ud83d\ude27 https:\/\/t.co\/OvNZzvbQPa,Amsterdam
RT @HenryKesnger: How Washington can use the Russian intervention to force a ceasefire in Syria: https:\/\/t.co\/gkT0PsnaAB https:\/\/t.co\/Go2om\u2026,Riyadh
RT @AlArabiya_Eng: REPORT: #Hezbollah's casualties continue to pile up in #Syria https:\/\/t.co\/2Tid95W5vH,Canada
